reviewText,cleaned_text,tokens,sentiment_vader,score_vader,sentiment_textblob,score_textblob,sentiment_nltk,score_nltk,overall_sentiment,average_polarity
"I initially purchase the Nook Color last year as a cheap alternative for a web device to check email and surf and read a few books now and then when not lugging my laptop around.  When they upgraded and opened the Android capabilities it became an Android Table PC with dedicated email app and improved web goodies.  At last check they now have 366 apps and growing, most are kid stuff and games but do have some useful apps for weather, calendar, note taking, Flight checker, etc.  I can transfer Word, Excel, photos and music to it and learn more each time I mess with it.The one thing missing was a 3G capability of the black n white version.  Both 3G and Bluetooth are built into the guts but who knows if and when they will be turned on.  My solution is Virgin Mobiles Broadband2Go MiFi wireless that supports up to 5 connections.  You can use it for as little as 10 bucks for 10 days or 20 bucks for a month and more options.  I've used the USB version as a backup when traveling for about 3 years so felt OK with the WiFi version.  Works fine with the Nook, did have to use `Forget' and reconnect the first time but now have a fall back `secure' WiFi connection.Doesn't have some of the fancy features of bigger better and more costly Table PCs but for everyday email and surfing, ez to carry around with a nice cover, enough apps to suit in general with more to come it more than meets my needs and NO monthly bills to use it.",i initially purchase nook color last year as cheap alternative for web device check email surf read few books now when not lugging my laptop around when they upgraded opened android capabilities it became an android table pc with dedicated email app improved web goodies at last check they now have 366 apps growing most are kid stuff games but do have some useful apps for weather calendar note taking flight checker etc i can transfer word excel photos music it learn more each time i mess with itthe one thing missing was 3g capability black n white version both 3g bluetooth are built into guts but who knows when they will be turned on my solution virgin mobiles broadband2go mifi wireless that supports up 5 connections you can use it for as little as 10 bucks for 10 days or 20 bucks for month more options ive used usb version as backup when traveling for about 3 years so felt ok with wifi version works fine with nook did have use forget reconnect first time but now have fall back secure wifi connectiondoesnt have some fancy features bigger better more costly table pcs but for everyday email surfing ez carry around with nice cover enough apps suit general with more come it more than meets my needs no monthly bills use it,i initially purchase nook color last year as cheap alternative for web device check email surf read few books now when not lugging my laptop around when they upgraded opened android capabilities it became an android table pc with dedicated email app improved web goodies at last check they now have 366 apps growing most are kid stuff games but do have some useful apps for weather calendar note taking flight checker etc i can transfer word excel photos music it learn more each time i mess with itthe one thing missing was 3g capability black n white version both 3g bluetooth are built into guts but who knows when they will be turned on my solution virgin mobiles broadband2go mifi wireless that supports up 5 connections you can use it for as little as 10 bucks for 10 days or 20 bucks for month more options ive used usb version as backup when traveling for about 3 years so felt ok with wifi version works fine with nook did have use forget reconnect first time but now have fall back secure wifi connectiondoesnt have some fancy features bigger better more costly table pcs but for everyday email surfing ez carry around with nice cover enough apps suit general with more come it more than meets my needs no monthly bills use it,Positive,0.9764,Positive,0.1888392857142857,Positive,0.9732,Positive,0.7128130952380952
"Not quite a full-fledged tablet, not a dedicated e-reader...and that's OK with me for $249!  I had my first two NookColors replaced, the first due to a SD card holder spring that failed after 90 days and the second due to an unresponsive touch screen and problems with powering on.  Customer service had me on the phone for about 45 minutes and took me through two factory re-sets before I finally convinced them to replace my second unit.  Note that all replacements of defective devices are re-furbished, not new.  Finally, I am experiencing what Barnes & Noble had in mind.  NookColor #3 works great and now that I have a unit with a touch screen that works as it should I am finally realizing what a great little machine this can be, with a really solid e-reader and nice add's like Pandora and other apps, as well as wi-fi web browsing that really works well for a function that is secondary to the NookColor's primary role as an e-reader.  I really appreciate being able to listen to any selection from my iTunes library straight off the SD Card while reading or surfing the web or playing around with a couple of the apps I bought. Standard quality MP4 video files play smoothly, and most were converted to that format via third party software on my PC (My VideoConverter). The app store is still under-developed and I really wish this had 3G capability so I'd have an excuse for taking it with me more often, but at such a low price compared to 3G tablets, I have become very enamored of this machine.  The questionable quality control, a screen that is reflective in bright light and the weight of the device with cover are my only complaints, and if I had not encountered the quality problems I mentioned this would have been a solid 4- or 5-Star review, especially considering the price vs. competing tablets (because it really is in the tablet category, especially with Android 2.2 froyo installed).",not quite fullfledged tablet not dedicated ereaderand thats ok with me for 249 i had my first two nookcolors replaced first due sd card holder spring that failed after 90 days second due an unresponsive touch screen problems with powering on customer service had me on phone for about 45 minutes took me through two factory resets before i finally convinced them replace my second unit note that all replacements defective devices are refurbished not new finally i am experiencing what barnes noble had mind nookcolor 3 works great now that i have unit with touch screen that works as it should i am finally realizing what great little machine this can be with really solid ereader nice adds like pandora other apps as well as wifi web browsing that really works well for function that secondary nookcolors primary role as an ereader i really appreciate being able listen any selection from my itunes library straight off sd card while reading or surfing web or playing around with couple apps i bought standard quality mp4 video files play smoothly most were converted that format via third party software on my pc my videoconverter app store still underdeveloped i really wish this had 3g capability so id have an excuse for taking it with me more often but at such low price compared 3g tablets i have become very enamored this machine questionable quality control screen that reflective bright light weight device with cover are my only complaints i had not encountered quality problems i mentioned this would have been solid 4 or 5star review especially considering price vs competing tablets because it really tablet category especially with android 22 froyo installed,not quite fullfledged tablet not dedicated ereaderand thats ok with me for 249 i had my first two nookcolors replaced first due sd card holder spring that failed after 90 days second due an unresponsive touch screen problems with powering on customer service had me on phone for about 45 minutes took me through two factory resets before i finally convinced them replace my second unit note that all replacements defective devices are refurbished not new finally i am experiencing what barnes noble had mind nookcolor 3 works great now that i have unit with touch screen that works as it should i am finally realizing what great little machine this can be with really solid ereader nice adds like pandora other apps as well as wifi web browsing that really works well for function that secondary nookcolors primary role as an ereader i really appreciate being able listen any selection from my itunes library straight off sd card while reading or surfing web or playing around with couple apps i bought standard quality mp4 video files play smoothly most were converted that format via third party software on my pc my videoconverter app store still underdeveloped i really wish this had 3g capability so id have an excuse for taking it with me more often but at such low price compared 3g tablets i have become very enamored this machine questionable quality control screen that reflective bright light weight device with cover are my only complaints i had not encountered quality problems i mentioned this would have been solid 4 or 5star review especially considering price vs competing tablets because it really tablet category especially with android 22 froyo installed,Positive,0.8223,Positive,0.16237086776859508,Positive,0.8359,Positive,0.606856955922865
I have had my Nook Color for about three months now and I must say it has been one of the easiest devices to root.  This is a great bargain for $249 once you turn it into a full fledged Android tablet.  Forget about Nooky Froyo and go directly for Cyanogen mod).  You can then install the B&N Nook reader app and Amazon's own Kindle App (along with 1000's of other apps like Angry Birds).,i have had my nook color for about three months now i must say it has been one easiest devices root this great bargain for 249 once you turn it into full fledged android tablet forget about nooky froyo go directly for cyanogen mod you can install bn nook reader app amazons own kindle app along with 1000s other apps like angry birds,i have had my nook color for about three months now i must say it has been one easiest devices root this great bargain for 249 once you turn it into full fledged android tablet forget about nooky froyo go directly for cyanogen mod you can install bn nook reader app amazons own kindle app along with 1000s other apps like angry birds,Positive,0.7184,Positive,0.20357142857142854,Positive,0.7184,Positive,0.5467904761904762
"We bought two of these - the amount of reading we're doing has significantly increased. Since it is epub compatible, we can borrow from the library, download from guthenberg and google, as well as purchase from bookstores. The screen is bright and visible in the sun. Wireless N connectivity is fast and easy. Web browsing is fast and useful. PDF, MS Office document viewers work well. Battery life is surprisingly good.  We have two of these and an ipad - the Nook Color is what we're tending to use - mainly because of the size and weight. The ipad's chiefly used as an expensive toy.Barnes and Noble bet the farm on this device and it paid off.",we bought two these amount reading were doing has significantly increased since it epub compatible we can borrow from library download from guthenberg google as well as purchase from bookstores screen bright visible sun wireless n connectivity fast easy web browsing fast useful pdf ms office document viewers work well battery life surprisingly good we have two these an ipad nook color what were tending use mainly because size weight ipads chiefly used as an expensive toybarnes noble bet farm on this device it paid off,we bought two these amount reading were doing has significantly increased since it epub compatible we can borrow from library download from guthenberg google as well as purchase from bookstores screen bright visible sun wireless n connectivity fast easy web browsing fast useful pdf ms office document viewers work well battery life surprisingly good we have two these an ipad nook color what were tending use mainly because size weight ipads chiefly used as an expensive toybarnes noble bet farm on this device it paid off,Positive,0.9643,Positive,0.3175,Positive,0.9643,Positive,0.7487
"I think that all international customers should be forewarned that Barnes and Noble prevents you from being able to purchase any books online from their bookstore, you will be sent emails stating that books can only be sold to customers ""physically"" residing in the United States. This is all despite having an international credit card accepted all over the United States (even by Barnes & Noble themselves as this is the same card that I used to pay for my B&N; membership) and despite even giving them my US postal and physical address where all of my packages would be signed for  by a real person.The thing that angers me the most is that I explained to Barnes & Noble (via phone) that I live in Trinidad and they said that it would not be a problem for me to purchase books, but after purchasing a Nook color plus additional items such as screen protectors, a leather case and a 32 gig Sandisk memory card (all bought on Amazon), I have not been able to purchase a single book.If International Customers are not welcome, there should at least be some type of warning on their website. I feel like I was ripped-off by Barnes & Noble, and the sad thing about it is that I bought it all as a birthday gift for my wife. Shame on Barnes & Noble, that sales rep lied to me just to make a sale, my money was good enough for them but I am not good enough for their product. Now I have this New Nook color with all of these extras just gathering dust.It is sad to see just how low some companies will stoop to make a dollar.The real slap in the face is that after registering the nook on the Barnes & Noble website for the purpose of purchasing books, they have no problem sending me offers week after week to purchase even more of their products but as far as I am concerned, they have lost this customer permanently.P.S. This review has nothing whatsoever to do with Amazon.com, my gripe is with Barnes & Noble for giving false information to secure a sale and caring nothing about International Customers.(UPDATE  UPDATE  UPDATE)In the interest of fairness to Barnes & Noble and giving you Amazon.com community 100% reliable information I decided to open an account with a bank that's based in the USA to see if B&N; would be able to access the funds from that account, I'm trying to find out whether it's a location issue or just a payment issue so we can all know for sure.I decided to try this little experiment because I just can't understand how I can gain access to sample books from B&N; but every time I try to purchase one there seems to be a problem, what makes this whole thing even more confusing is the e-mail that was sent by B&N; after I tried to purchase a Book via my Scotia Master Card (books can only be sold to customers ""physically"" residing in the United States).I now have a Bank Of America Visa Debit Card which I have not tried as yet, it is possible that the issue with Barnes & Noble is that they cannot access funds from my Scotia Master Card which is based in Trinidad so I will give the Bank Of America card a try seeing that it's based in the USA and if that does not work then the last resort will be to try using my Pay Pal account. I'll post an update as to whether it worked or not.(UPDATE  UPDATE  UPDATE)I'm sorry for taking so long but anyway, let us get on with it.  As I said before, every time I tried to purchase a book there seems to be a problem, what makes this whole thing even more confusing is the e-mail that was sent by B&N; after I tried to purchase a Book via my Scotia Master Card (books can only be sold to customers ""physically"" residing in the United States).Well I found out that IT IS POSSIBLE to purchase books on the Nook once you are using a US based card. I was not able to purchase books using my Scotia Master Card but I had no problem whatsoever when using my Bank of America Visa Card, so it definitely has nothing to do with our geographical location, or IP address. The only issue that I see here is the fact that not everyone has access to a US Bank Card but you may still have a chance with making purchases via PayPal.I have noticed that there are some US based sellers that have problems accessing funds from Trinidad based Credit Cards, some even have problems accessing funds from US based Cards although they are also in the US themselves, in cases like this I've found that the best payment method to avoid any headaches is via PayPal. I've never had any issue when paying via PayPal, even when other forms of payment could not work.I hope that this helps a little.",i think that all international customers should be forewarned that barnes noble prevents you from being able purchase any books online from their bookstore you will be sent emails stating that books can only be sold customers physically residing united states this all despite having an international credit card accepted all over united states even by barnes noble themselves as this same card that i used pay for my bn membership despite even giving them my us postal physical address where all my packages would be signed for by real personthe thing that angers me most that i explained barnes noble via phone that i live trinidad they said that it would not be problem for me purchase books but after purchasing nook color plus additional items such as screen protectors leather case 32 gig sandisk memory card all bought on amazon i have not been able purchase single bookif international customers are not welcome there should at least be some type warning on their website i feel like i was rippedoff by barnes noble sad thing about it that i bought it all as birthday gift for my wife shame on barnes noble that sales rep lied me just make sale my money was good enough for them but i am not good enough for their product now i have this new nook color with all these extras just gathering dustit sad see just how low some companies will stoop make dollarthe real slap face that after registering nook on barnes noble website for purpose purchasing books they have no problem sending me offers week after week purchase even more their products but as far as i am concerned they have lost this customer permanentlyps this review has nothing whatsoever do with amazoncom my gripe with barnes noble for giving false information secure sale caring nothing about international customersupdate update updatein interest fairness barnes noble giving you amazoncom community 100 reliable information i decided open an account with bank thats based usa see bn would be able access funds from that account im trying find out whether its location issue or just payment issue so we can all know for surei decided try this little experiment because i just cant understand how i can gain access sample books from bn but every time i try purchase one there seems be problem what makes this whole thing even more confusing email that was sent by bn after i tried purchase book via my scotia master card books can only be sold customers physically residing united statesi now have bank america visa debit card which i have not tried as yet it possible that issue with barnes noble that they cannot access funds from my scotia master card which based trinidad so i will give bank america card try seeing that its based usa that does not work last resort will be try using my pay pal account ill post an update as whether it worked or notupdate update updateim sorry for taking so long but anyway let us get on with it as i said before every time i tried purchase book there seems be problem what makes this whole thing even more confusing email that was sent by bn after i tried purchase book via my scotia master card books can only be sold customers physically residing united stateswell i found out that it possible purchase books on nook once you are using us based card i was not able purchase books using my scotia master card but i had no problem whatsoever when using my bank america visa card so it definitely has nothing do with our geographical location or ip address only issue that i see here fact that not everyone has access us bank card but you may still have chance with making purchases via paypali have noticed that there are some us based sellers that have problems accessing funds from trinidad based credit cards some even have problems accessing funds from us based cards although they are also us themselves cases like this ive found that best payment method avoid any headaches via paypal ive never had any issue when paying via paypal even when other forms payment could not worki hope that this helps little,i think that all international customers should be forewarned that barnes noble prevents you from being able purchase any books online from their bookstore you will be sent emails stating that books can only be sold customers physically residing united states this all despite having an international credit_card accepted all over united states even by barnes noble themselves as this same card that i used pay for my bn membership despite even giving them my us postal physical address where all my packages would be signed for by real personthe thing that angers me most that i explained barnes noble via phone that i live trinidad they said that it would not be problem for me purchase books but after purchasing nook color plus additional items such as screen protectors leather case 32 gig sandisk memory card all bought on amazon i have not been able purchase single bookif international customers are not welcome there should at least be some type warning on their website i feel like i was rippedoff by barnes noble sad thing about it that i bought it all as birthday gift for my wife shame on barnes noble that sales rep lied me just make sale my money was good enough for them but i am not good enough for their product now i have this new nook color with all these extras just gathering dustit sad see just how low some companies will stoop make dollarthe real slap face that after registering nook on barnes noble website for purpose purchasing books they have no problem sending me offers week after week purchase even more their products but as far as i am concerned they have lost this customer permanentlyps this review has nothing whatsoever do with amazoncom my gripe with barnes noble for giving false information secure sale caring nothing about international customersupdate update updatein interest fairness barnes noble giving you amazoncom community 100 reliable information i decided open an account with bank thats based usa see bn would be able access funds from that account im trying find out whether its location issue or just payment issue so we can all know for surei decided try this little experiment because i just cant understand how i can gain access sample books from bn but every time i try purchase one there seems be problem what makes this whole thing even more confusing email that was sent by bn after i tried purchase book via my scotia master card books can only be sold customers physically residing united statesi now have bank america visa debit_card which i have not tried as yet it possible that issue with barnes noble that they cannot access funds from my scotia master card which based trinidad so i will give bank america card try seeing that its based usa that does not work last resort will be try using my pay pal account ill post an update as whether it worked or notupdate update updateim sorry for taking so long but anyway let us get on with it as i said before every time i tried purchase book there seems be problem what makes this whole thing even more confusing email that was sent by bn after i tried purchase book via my scotia master card books can only be sold customers physically residing united stateswell i found out that it possible purchase books on nook once you are using us based card i was not able purchase books using my scotia master card but i had no problem whatsoever when using my bank america visa card so it definitely has nothing do with our geographical location or ip address only issue that i see here fact that not everyone has access us bank card but you may still have chance with making purchases via paypali have noticed that there are some us based sellers that have problems accessing funds from trinidad based credit cards some even have problems accessing funds from us based cards although they are also us themselves cases like this ive found that best payment method avoid any headaches via paypal ive never had any issue when paying via paypal even when other forms payment could not worki hope that this helps little,Positive,0.9932,Positive,0.1226765422077922,Positive,0.9942,Positive,0.7033588474025972
I bought this used but I was pleasantly surprised that it was like new. I rooted it and made itA Droid pad. I'm using it right now to write this. I like it better than my ipad.,i bought this used but i was pleasantly surprised that it was like new i rooted it made ita droid pad im using it right now write this i like it better than my ipad,i bought this used but i was pleasantly surprised that it was like new i rooted it made ita droid pad im using it right now write this i like it better than my ipad,Positive,0.9505,Positive,0.2555194805194805,Positive,0.9505,Positive,0.7188398268398268
"I am new to nook color and bought over 40 books on the day I purchased the device, naively thinking that all Publishers adhered to the text size options available within nook (the 6 letter 'A' images incrementing from very small to the largest). Much to my dismay when I later had time to go through all of the books I'd purchased and play with text sizing and font options, I found that this was not the case. Indeed, the maximum size for many of the texts was too small to be read by people with visual impairments.My plea to Barnes & Noble, Publishers, Amazon and other vendors who produce ebooks is to please keep pepole with visual disabilities in mind and adhere to standards that will meet various needs. In the US alone, there are millions of partially sighted people who need for text to be enlarged, made bold, underlined, etc. My feeling is that 'corrected' versions of these books should be released and people who have already purchased them should be given the option to get free download replacements.Personally, I have visually impaired people in my family and I will no longer purchase any book that does not at least allow for larger text sizes.Nook color is a great device but in the end it is only as good as the software and texts that is uses, so for now I rate it 3 stars until the above issues are addressed and implemented. I know I speak for many, and thank you for your time and consideration.",i am new nook color bought over 40 books on day i purchased device naively thinking that all publishers adhered text size options available within nook 6 letter images incrementing from very small largest much my dismay when i later had time go through all books id purchased play with text sizing font options i found that this was not case indeed maximum size for many texts was too small be read by people with visual impairmentsmy plea barnes noble publishers amazon other vendors who produce ebooks please keep pepole with visual disabilities mind adhere standards that will meet various needs us alone there are millions partially sighted people who need for text be enlarged made bold underlined etc my feeling that corrected versions these books should be released people who have already purchased them should be given option get free download replacementspersonally i have visually impaired people my family i will no longer purchase any book that does not at least allow for larger text sizesnook color great device but end it only as good as software texts that uses so for now i rate it 3 stars until above issues are addressed implemented i know i speak for many thank you for your time consideration,i am new nook color bought over 40 books on day i purchased device naively thinking that all publishers adhered text size options available within nook 6 letter images incrementing from very small largest much my dismay when i later had time go through all books id purchased play with text sizing font options i found that this was not case indeed maximum size for many texts was too small be read by people with visual impairmentsmy plea barnes noble publishers amazon other vendors who produce ebooks please keep pepole with visual disabilities mind adhere standards that will meet various needs us alone there are millions partially sighted people who need for text be enlarged made bold underlined etc my feeling that corrected versions these books should be released people who have already purchased them should be given option get free download replacementspersonally i have visually impaired people my family i will no longer purchase any book that does not at least allow for larger text sizesnook color great device but end it only as good as software texts that uses so for now i rate it 3 stars until above issues are addressed implemented i know i speak for many thank you for your time consideration,Positive,0.9219,Positive,0.1320707070707071,Positive,0.9219,Positive,0.6586235690235691
"Bought two of these for my daughters and they both have issues when reading books. The pages jump after a few minutes of reading and the menu screens pop up and down constantly. Power off and on to resolve but it keeps happening. I'm returning these today and getting a Kindle. Oh yeah and it locks up totally every so often and again you have to power it down, very disappointed. Barnes and noble support is terrible",bought two these for my daughters they both have issues when reading books pages jump after few minutes reading menu screens pop up down constantly power off on resolve but it keeps happening im returning these today getting kindle oh yeah it locks up totally every so often again you have power it down very disappointed barnes noble support terrible,bought two these for my daughters they both have issues when reading books pages jump after few minutes reading menu screens pop up down constantly power off on resolve but it keeps happening im returning these today getting kindle oh yeah it locks up totally every so often again you have power it down very disappointed barnes noble support terrible,Positive,0.3422,Negative,-0.23576388888888888,Positive,0.3422,Positive,0.14954537037037038
I purchased for my wife as a gift and she loves it. Product met all of her needs and  she loves being able to just select a book and download it without any hassle. Battery lasts a good amount of time and I can now sleep at night without a flashlight beaming in my face on accident!,i purchased for my wife as gift she loves it product met all her needs she loves being able just select book download it without any hassle battery lasts good amount time i can now sleep at night without flashlight beaming my face on accident,i purchased for my wife as gift she loves it product met all her needs she loves being able just select book download it without any hassle battery lasts good amount time i can now sleep at night without flashlight beaming my face on accident,Positive,0.8858,Positive,0.6875,Positive,0.8858,Positive,0.8197000000000001
"It'll be gone soon, and I can't say I'll miss it. Our county library lends out e readers for patrons to try so I got on the list and after three months it was my turn to try the Kindle Color Nook. It doesn't overwhelmingly impress me though the color and clarity of the screen is as good as Our Kindle Fire's. Text on the screen is clear and turning the pages is easy. ONE advantage the Nook has over the Fire is that it shows page numbers instead of the Fire's percent of book read. Mrs. Spudman would prefer to have page numbers but has adapted to the percents.My wife and I are both comfortable navigating the Fire and barely had to refer to the owner's e manual. I don't like moving around on the Nook, and that may be solely because I'd become used to the ease of the Fire. Trying to surf the web on the Nook was very frustrating, and watching movies or video clips on the Nook was an ordeal with herky jerky motion, slow responses, and freezes. We watch free TV shows on the Kindle Fire with smooth enjoyment.The Fire was a gift to my wife from me. She loves it. If I were to buy a small device for reading, I'd prefer to  buy a tablet and download a reading program on it that enables book downloads. That method may preclude the ability to get free books (it does on the Kindle), but it's a circumstance I'd accept.In summary, the Color Nook is pretty good as a reader. Those with children might be intrigued by the animation capacity of the Nook on some children's books and the option to have the book read aloud by the Nook voice. As a web browser, the Nook , in my experience, doesn't work as well as the Fire does.In choosing between the two devices, I chose the Fire because I prefer the Amazon site to B&N;'s, like the vast number of Kindle books on Amazon, and was totally persuaded by the vast array of  free books, movies, and TV shows that come with Amazon prime.",itll be gone soon i cant say ill miss it our county library lends out e readers for patrons try so i got on list after three months it was my turn try kindle color nook it doesnt overwhelmingly impress me though color clarity screen as good as our kindle fires text on screen clear turning pages easy one advantage nook has over fire that it shows page numbers instead fires percent book read mrs spudman would prefer have page numbers but has adapted percentsmy wife i are both comfortable navigating fire barely had refer owners e manual i dont like moving around on nook that may be solely because id become used ease fire trying surf web on nook was very frustrating watching movies or video clips on nook was an ordeal with herky jerky motion slow responses freezes we watch free tv shows on kindle fire with smooth enjoymentthe fire was gift my wife from me she loves it i were buy small device for reading id prefer buy tablet download reading program on it that enables book downloads that method may preclude ability get free books it does on kindle but its circumstance id acceptin summary color nook pretty good as reader those with children might be intrigued by animation capacity nook on some childrens books option have book read aloud by nook voice as web browser nook my experience doesnt work as well as fire doesin choosing between two devices i chose fire because i prefer amazon site bns like vast number kindle books on amazon was totally persuaded by vast array free books movies tv shows that come with amazon prime,itll be gone soon i cant say ill miss it our county library lends out e readers for patrons try so i got on list after three months it was my turn try kindle color nook it doesnt overwhelmingly impress me though color clarity screen as good as our kindle fires text on screen clear turning pages easy one advantage nook has over fire that it shows page numbers instead fires percent book read mrs spudman would prefer have page numbers but has adapted percentsmy wife i are both comfortable navigating fire barely had refer owners e manual i dont like moving around on nook that may be solely because id become used ease fire trying surf web on nook was very frustrating watching movies or video clips on nook was an ordeal with herky jerky motion slow responses freezes we watch free tv shows on kindle fire with smooth enjoymentthe fire was gift my wife from me she loves it i were buy small device for reading id prefer buy tablet download reading program on it that enables book downloads that method may preclude ability get free books it does on kindle but its circumstance id acceptin summary color nook pretty good as reader those with children might be intrigued by animation capacity nook on some childrens books option have book read aloud by nook voice as web browser nook my experience doesnt work as well as fire doesin choosing between two devices i chose fire because i prefer amazon site bns like vast number kindle books on amazon was totally persuaded by vast array free books movies tv shows that come with amazon prime,Positive,0.9835,Positive,0.2035185185185185,Positive,0.9753,Positive,0.7207728395061728
my girlfriend uses it every single day. i bought it for her as a christmas present. and she loves it.,my girlfriend uses it every single day i bought it for her as christmas present she loves it,my girlfriend uses it every single day i bought it for her as christmas present she loves it,Positive,0.5719,Neutral,-0.03571428571428571,Positive,0.5719,Positive,0.3693619047619047
"Very disappointed with this device:*) Touch screen is quirky, buggy and unpredictable.*) No way to get back to where you were if your finger happens to slip... very bad.*) Doesn't display side loaded DRM epub covers correctly.*) Freezes up fairly often, especially browser.*) When hooking up to a computer, files often get corrupted, device freezes after you restart, 'home' screen gets messed up, etc, power down button misbehaves...I've had to unregister and start from scratch 3 times already because of these issues.*) B/N hardline pop oriented marketing sucks.*) B/N bookstore misrepresents, mislabels books - show one cover, get a different book. You can end up paying for a Gutenberg press item that they displayed with a phoney commercial cover.*) Dictionary is limited in its vocabulary, and you can't access the dictionary by itself, nor does it link to other words or references.This is a compromised reader and a compromised tablet. I'm sorry I bought it. I've never used a Kindle (nor will I ever) but besides the Kindles, if you want a GOOD reader, get a Sony T1. If you want a tablet, buy a real tablet.",very disappointed with this device touch screen quirky buggy unpredictable no way get back where you were your finger happens slip very bad doesnt display side loaded drm epub covers correctly freezes up fairly often especially browser when hooking up computer files often get corrupted device freezes after you restart home screen gets messed up etc power down button misbehavesive had unregister start from scratch 3 times already because these issues bn hardline pop oriented marketing sucks bn bookstore misrepresents mislabels books show one cover get different book you can end up paying for gutenberg press item that they displayed with phoney commercial cover dictionary limited its vocabulary you cant access dictionary by itself nor does it link other words or referencesthis compromised reader compromised tablet im sorry i bought it ive never used kindle nor will i ever but besides kindles you want good reader get sony t1 you want tablet buy real tablet,very disappointed with this device touch screen quirky buggy unpredictable no way get back where you were your finger happens slip very bad doesnt display side loaded drm epub covers correctly freezes up fairly often especially browser when hooking up computer files often get corrupted device freezes after you restart home screen gets messed up etc power down button misbehavesive had unregister start from scratch 3 times already because these issues bn hardline pop oriented marketing sucks bn bookstore misrepresents mislabels books show one cover get different book you can end up paying for gutenberg press item that they displayed with phoney commercial cover dictionary limited its vocabulary you cant access dictionary by itself nor does it link other words or referencesthis compromised reader compromised tablet im sorry i bought it ive never used kindle nor will i ever but besides kindles you want good reader get sony t1 you want tablet buy real tablet,Negative,-0.1264,Neutral,0.016514550264550266,Positive,0.3925,Neutral,0.09420485008818343
"I already had two of these in the household, but my son has been asking for his own since the first day I got mine. I am very pleased with the Nook Color as it does a wide range of functions. I have been able to do my university homework and write papers on mine, in addition to reading ebooks, .pdfs, and watching videos. My daughter reads, listens to music, and watches videos. My son will be making use of reading books for his age group and reading level, and watching instructional videos.",i already had two these household but my son has been asking for his own since first day i got mine i am very pleased with nook color as it does wide range functions i have been able do my university homework write papers on mine addition reading ebooks pdfs watching videos my daughter reads listens music watches videos my son will be making use reading books for his age group reading level watching instructional videos,i already had two these household but my_son has been asking for his own since first day i got mine i am very pleased with nook color as it does wide range functions i have been able do my university homework write papers on mine addition reading ebooks pdfs watching videos my daughter reads listens music watches videos my_son will be making use reading books for his age group reading level watching instructional videos,Positive,0.6474,Positive,0.38,Positive,0.6474,Positive,0.5582666666666667
"The Nook Color is a reasonably priced device that will allow you to download multiple books and store them as well as access email.Right now it only has one book in it and has not been used for email since we have three computers readily accessible. I had a D-Link router which the Nook could never ""lock onto"" via wifi, so I changed the router to a Cisco, Linksyn which solved the wifi problem. Downlaoding books from Barnes & Noble is a little too easy once you set up an account with them and the books are somewhat expensive considering they are only electronic and intangible ($14.00 for a 300+ page book).",nook color reasonably priced device that will allow you download multiple books store them as well as access emailright now it only has one book it has not been used for email since we have three computers readily accessible i had dlink router which nook could never lock onto via wifi so i changed router cisco linksyn which solved wifi problem downlaoding books from barnes noble little too easy once you set up an account with them books are somewhat expensive considering they are only electronic intangible 1400 for 300 page book,nook color reasonably priced device that will allow you download multiple books store them as well as access emailright now it only has one book it has not been used for email since we have three computers readily accessible i had dlink router which nook could never lock onto via wifi so i changed router cisco linksyn which solved wifi problem downlaoding books from barnes noble little too easy once you set up an account with them books are somewhat expensive considering they are only electronic intangible 1400 for 300 page book,Positive,0.7918,Positive,0.1023148148148148,Positive,0.7918,Positive,0.5619716049382716
"I loved the nook. I eventually bought an ipad and gave this to my nephew, he still loves and uses it everyday.",i loved nook i eventually bought an ipad gave this my nephew he still loves uses it everyday,i loved nook i eventually bought an ipad gave this my nephew he still loves uses it everyday,Positive,0.8225,Positive,0.24999999999999997,Positive,0.8225,Positive,0.6316666666666667
I am dis-satisfied with b&n nook this product is only good at their site. and the choice of books and apps is poor compared to kindle,i am dissatisfied with bn nook this product only good at their site choice books apps poor compared kindle,i am dissatisfied with bn nook this product only good at their site choice books apps poor compared kindle,Neutral,-0.0516,Neutral,0.09999999999999998,Neutral,-0.0516,Neutral,-0.001066666666666674
