userid,mtime,rating_star,comment,tokenized_comment,cleaned_comment
112896998,02/09/2020 12:56,5,rất là thích sản phẩm. tuy chỉ mua ở mức giá rẻ nhưng đáng đồng tiền đã bỏ ra. sẽ ủng hộ quài quài luôn ạ hihi,rất là thích sản_phẩm . tuy chỉ mua ở mức giá rẻ nhưng đáng đồng_tiền đã bỏ ra . sẽ ủng_hộ quài quài luôn ạ hihi,rất thích sản_phẩm . tuy chỉ mua ở mức giá rẻ đáng đồng_tiền bỏ ra . ủng_hộ quài quài luôn ạ hihi
172914766,07/10/2020 15:56,4,Chai xịt thơm mà k thơm lắm. Mùi khó chịu,Chai xịt thơm mà k thơm lắm . Mùi khó_chịu,Chai xịt thơm k thơm lắm . Mùi khó_chịu
204298679,13/10/2020 23:47,5,Tuyệt vời ông mặt giời. Nên mua vì rẻ mà ko,Tuyệt_vời ông mặt giời . Nên mua vì rẻ mà ko,Tuyệt_vời ông mặt giời . Nên mua rẻ ko
119949828,10/10/2020 20:15,5,Xinh xinh mà mình lười chụp,Xinh_xinh mà mình lười chụp,Xinh_xinh lười chụp
62480570,01/10/2020 13:03,5,"Nhãn rất xinh, mùi cũng rất thơm, dễ ngửi, rất thích chai này, lần sau sẽ thử chai khác","Nhãn rất xinh , mùi cũng rất thơm , dễ ngửi , rất thích chai này , lần sau sẽ thử chai khác","Nhãn rất xinh , mùi rất thơm , dễ ngửi , rất thích chai , lần sau thử chai khác"
18639376,07/10/2020 08:11,5,"Mau bay mùi quá, bay nhanh hơn kiến thức mình học trên trường nữa","Mau bay mùi quá , bay nhanh hơn kiến_thức mình học trên trường nữa","Mau bay mùi quá , bay nhanh hơn kiến_thức học trên trường nữa"
151398519,01/10/2020 12:43,5,Tuyệtt,Tuyệtt,Tuyệtt
118523854,10/08/2020 16:16,5,"Mùi đào siêu thơm, không hắc lắm, ship nhanhh đặt hôm trước hôm sau hàng đã về. Có dịp sẽ ủng hộ shop tiếp","Mùi đào siêu thơm , không hắc lắm , ship nhanhh đặt hôm trước hôm sau hàng đã về . Có dịp sẽ ủng_hộ shop tiếp","Mùi đào siêu thơm , hắc lắm , ship nhanhh đặt hôm trước hôm sau hàng về . Có dịp ủng_hộ shop tiếp"
41910412,19/09/2020 20:45,5,"Mùi thơm hương đào đúng y luôn, hơi nặng tí nhưng mình rất thích nha like like hh dự đoán là nhận đc hàng mà đã nhận đc rồi","Mùi thơm hương đào đúng y luôn , hơi nặng tí nhưng mình rất thích nha like like hh dự_đoán là nhận đc hàng mà đã nhận đc rồi","Mùi thơm hương đào đúng y luôn , hơi nặng tí rất thích nha like like hh dự_đoán nhận đc hàng nhận đc rồi"
212634072,22/10/2020 11:43,5,Hàng tốt hương thơm,Hàng tốt hương thơm,Hàng tốt hương thơm
62925434,09/08/2020 17:07,5,"cute cute lắm, chưa xịt thử nên chưa biết nhưng cho sao nèee","cute cute lắm , chưa xịt thử nên chưa biết nhưng cho sao nèee","cute cute lắm , xịt thử biết cho sao nèee"
289687228,02/10/2020 18:51,4,"Mùi thơm, không quá nồng,lưu hương khá okk, đóng gói cần cẩn thận hơn vì nắp chai trong lúc vận chuyển bị hở mất đi một ít nước thơm","Mùi thơm , không quá nồng , lưu hương khá okk , đóng_gói cần cẩn_thận hơn vì nắp chai trong lúc vận_chuyển bị hở mất đi một_ít nước thơm","Mùi thơm , quá nồng , lưu hương khá okk , đóng_gói cần cẩn_thận hơn nắp chai vận_chuyển bị hở mất đi một_ít nước thơm"
175318429,28/09/2020 15:37,5,Shop giao hàng nhanh đóng gói cẩn thận đáng tiền,Shop giao hàng nhanh đóng_gói cẩn_thận đáng tiền,Shop giao hàng nhanh đóng_gói cẩn_thận đáng tiền
230401871,04/10/2020 14:03,5,Hàng rất đẹp ạ em sẽ tiếp tục ủng hộ shop,Hàng rất đẹp ạ em sẽ tiếp_tục ủng_hộ shop,Hàng rất đẹp ạ em tiếp_tục ủng_hộ shop
170877672,14/10/2020 23:30,5,Đặt đào lại giao hoa hồng shop kì ghê nhưng cũng ok mùi hơi lồng,Đặt đào lại giao hoa_hồng shop kì ghê nhưng cũng ok mùi hơi lồng,Đặt đào lại giao hoa_hồng shop kì ghê ok mùi hơi lồng
28455983,08/10/2020 17:50,4,Mùi đào rất thơm.,Mùi đào rất thơm .,Mùi đào rất thơm .
268114109,04/10/2020 01:56,5,"Mùi cũng đc, hơi nồng xíu so vs mình, hàng y hình chai cx to nữa","Mùi cũng đc , hơi nồng xíu so vs mình , hàng y hình chai cx to nữa","Mùi đc , hơi nồng xíu so vs , hàng y hình chai cx to nữa"
163949692,07/09/2020 15:41,5,Mùi thơm nhưng mau bay mùi,Mùi thơm nhưng mau bay mùi,Mùi thơm mau bay mùi
117660434,23/07/2020 22:33,5,Hàng bao xinh nha lúc nào mua cũng xịn xò,Hàng bao xinh nha lúc_nào mua cũng xịn xò,Hàng bao xinh nha lúc_nào mua xịn xò
125254501,11/10/2020 23:42,5,Mùi đào rất ngọt và dễ dùng.,Mùi đào rất ngọt và dễ dùng .,Mùi đào rất ngọt dễ dùng .
186276368,05/10/2020 16:07,5,Mùi cực thơm nhé,Mùi cực thơm nhé,Mùi cực thơm nhé
122816897,26/09/2020 19:46,5,mùi lúc đầu thì hơi nồng nhưng giữ đc mùi khá lâu tiếng đó,mùi lúc đầu thì hơi nồng nhưng giữ đc mùi khá lâu tiếng đó,mùi đầu thì hơi nồng giữ đc mùi khá lâu tiếng đó
40291287,28/10/2020 13:58,5,Mùi nồng quá,Mùi nồng quá,Mùi nồng quá
171677634,06/10/2020 21:16,5,"Bay mùi nhanh lắmm. Mùi thơm, ngọt","Bay mùi nhanh lắmm . Mùi thơm , ngọt","Bay mùi nhanh lắmm . Mùi thơm , ngọt"
291151629,22/09/2020 18:54,5,Mùi hoa hồng bình thường ah,Mùi hoa_hồng bình_thường ah,Mùi hoa_hồng bình_thường ah
216716705,07/08/2020 20:53,5,"Hàng ok, xịt thơm rất thơm nha ạ, dầu gội đầu khô cũng rất ok nhưng xịt thơm miệng thì k thấy gì hết","Hàng ok , xịt thơm rất thơm nha ạ , dầu_gội đầu khô cũng rất ok nhưng xịt thơm miệng thì k thấy gì hết","Hàng ok , xịt thơm rất thơm nha ạ , dầu_gội đầu khô rất ok xịt thơm miệng thì k thấy gì hết"
259434854,12/10/2020 12:03,5,kgxkỹgkxgdmvxgxx,kgxkỹgkxgdmvxgxx,kgxkỹgkxgdmvxgxx
291110498,16/09/2020 13:42,5,"Mùi đào thơm nhẹ nhưng bay mùi nhanh, khá ok","Mùi đào thơm nhẹ nhưng bay mùi nhanh , khá ok","Mùi đào thơm nhẹ bay mùi nhanh , khá ok"
197450444,20/10/2020 14:22,5,"Giao hàng nhanh, sp tuyệt vời","Giao hàng nhanh , sp tuyệt_vời","Giao hàng nhanh , sp tuyệt_vời"
206355343,22/09/2020 12:18,5,"Hương dễ chịu, lúc đầu xịt hơi nồng, về sau dịu lại.","Hương dễ_chịu , lúc đầu xịt hơi nồng , về sau dịu lại .","Hương dễ_chịu , đầu xịt hơi nồng , về sau dịu lại ."
77409972,27/10/2020 21:56,5,Thề siêu ưng,Thề siêu ưng,Thề siêu ưng
265838516,07/10/2020 21:03,5,sản phẩm rất thơm có mùi trà đào nên mua,sản_phẩm rất thơm có mùi trà đào nên mua,sản_phẩm rất thơm mùi trà đào mua
225851578,21/10/2020 21:01,5,"shop đóng gói hàng chắc chắn, sản phẩm rất chất lượng","shop đóng_gói hàng chắc_chắn , sản_phẩm rất chất_lượng","shop đóng_gói hàng chắc_chắn , sản_phẩm rất chất_lượng"
323057860,27/10/2020 14:55,5,Hàng rất tốt ship nhanh,Hàng rất tốt ship nhanh,Hàng rất tốt ship nhanh
131155879,21/09/2020 16:11,5,Mùi nồng ngửi bị đau đầu,Mùi nồng ngửi bị đau_đầu,Mùi nồng ngửi bị đau_đầu
270540346,11/08/2020 16:47,5,"Lúc đầu mùi đào,sau đó là mùi nước hoa thơm cực. Hương thơm lưu ko lâu lắm nhưng tóm lại là thơm","Lúc đầu mùi đào , sau đó là mùi nước_hoa thơm cực . Hương thơm lưu ko lâu lắm nhưng tóm lại là thơm","Lúc đầu mùi đào , sau đó mùi nước_hoa thơm cực . Hương thơm lưu ko lâu lắm tóm lại thơm"
218819499,31/08/2020 17:11,5,Gói hàng kỹ lưỡng. Mùi thơm nhưng hơi hắc.,Gói hàng kỹ_lưỡng . Mùi thơm nhưng hơi hắc .,Gói hàng kỹ_lưỡng . Mùi thơm hơi hắc .
26684554,09/10/2020 15:47,3,Mùi cồn hơi nhiềuu,Mùi cồn hơi nhiềuu,Mùi cồn hơi nhiềuu
4579750,17/10/2020 13:19,4,Sp đẹp. Còn về mùi thì k ưng,Sp đẹp . Còn về mùi thì k ưng,Sp đẹp . Còn về mùi thì k ưng
293021707,23/10/2020 05:00,5,Rất đẹp,Rất đẹp,Rất đẹp
130078449,08/10/2020 13:11,5,Cũng oke lắm. Sẽ ủng hộ shop.,Cũng oke lắm . Sẽ ủng_hộ shop .,Cũng oke lắm . Sẽ ủng_hộ shop .
243678214,23/09/2020 17:16,5,Ncl rất rất đáng tiền mn ai cũng nên dùng.,Ncl rất rất đáng tiền mn ai cũng nên dùng .,Ncl rất rất đáng tiền mn ai dùng .
122660134,20/07/2020 19:41,5,Mùi thơm dễ chịu khg nồng như những nước hoa khác mình thích lavender có mùi thơm thoang thoảng,Mùi thơm dễ_chịu khg nồng như những nước_hoa khác mình thích lavender có mùi thơm thoang_thoảng,Mùi thơm dễ_chịu khg nồng như những nước_hoa khác thích lavender mùi thơm thoang_thoảng
318261559,10/10/2020 10:47,3,mùi khá hắc mk không thích lắm nhưng mà giao hàng đóng gói thì ổn nên cho sao,mùi khá hắc mk không thích lắm nhưng mà giao hàng đóng_gói thì ổn nên cho sao,mùi khá hắc mk thích lắm giao hàng đóng_gói thì ổn cho sao
178401098,24/09/2020 09:12,5,Hương đào rất ngọt ngào. A shipper đáng iu,Hương đào rất ngọt_ngào . A shipper đáng iu,Hương đào rất ngọt_ngào . A shipper đáng iu
286588688,23/10/2020 22:06,5,Tốt. Chấm hết,Tốt . Chấm_hết,Tốt . Chấm_hết
152215752,18/07/2020 20:02,5,Thơm lắm nha lưu hương lâu nữa,Thơm lắm nha lưu hương lâu nữa,Thơm lắm nha lưu hương lâu nữa
215615255,03/09/2020 21:29,5,hương bưởi nhưng lại nghe mùi cam nhưng đúng mình thích,hương bưởi nhưng lại nghe mùi cam nhưng đúng mình thích,hương bưởi lại nghe mùi cam đúng thích
172118781,24/09/2020 18:23,5,Giao hàng nhanh cực luôn á mn.,Giao hàng nhanh cực luôn á mn .,Giao hàng nhanh cực luôn á mn .
172207724,22/09/2020 14:07,5,Siêu thơm lun,Siêu thơm lun,Siêu thơm lun
57021885,12/08/2020 01:59,5,"Rất là thơmm luôn, mà rẻ nữa, lưu hương rất lâu","Rất là thơmm luôn , mà rẻ nữa , lưu hương rất lâu","Rất thơmm luôn , rẻ nữa , lưu hương rất lâu"
309595576,20/09/2020 18:11,5,Giao nhanh. Mùi thơm đúng tiền,Giao nhanh . Mùi thơm đúng tiền,Giao nhanh . Mùi thơm đúng tiền
218690558,01/10/2020 18:06,5,Hơi hắc,Hơi hắc,Hơi hắc
276350381,13/07/2020 20:08,5,Thơm vcll,Thơm_vcll,Thơm_vcll
